User ID,Join Date,Last Payment Date
873,2023-01-23,2024-03-24
874,2022-04-24,2022-05-13
875,2022-07-17,2023-09-20
876,2023-12-12,2024-04-11
877,2024-03-19,2024-06-03
878,2023-07-22,2023-10-28
879,2022-08-05,2022-12-31
880,2022-09-14,2023-07-04
881,2021-10-18,2023-05-17
882,2024-01-25,2024-04-12
883,2021-12-15,2022-09-07
884,2021-08-31,2022-06-30
885,2022-10-24,2024-02-12
886,2023-08-10,2023-10-21
887,2023-04-11,2024-04-06
888,2022-09-05,2023-07-18
889,2021-12-20,2023-01-22
890,2022-08-07,2023-05-03
891,2024-03-23,2024-06-12
892,2023-07-27,2024-04-17
893,2024-05-13,2024-06-05
894,2022-06-18,2024-05-01
895,2022-05-21,2022-12-02
896,2024-06-16,2024-06-16
897,2022-12-04,2024-05-12
898,2022-08-21,2024-02-08
899,2022-05-06,2024-01-14
900,2024-06-06,2024-06-08
901,2022-04-13,2023-01-06
902,2023-02-27,2023-08-11
903,2022-01-05,2022-11-21
904,2022-05-13,2022-07-27
905,2022-12-17,2024-05-29
